2000
63 331
2 1 13
2 14 29
2 4 46
1 30 1000000000
1 47 -1000000000
1 10 1000000000
1 14 -1000000000
2 34 42
1 25 -1000000000
1 12 -1000000000
2 5 37
1 37 -1000000000
1 41 -1000000000
2 17 32
1 10 -1000000000
1 13 -1000000000
2 42 42
2 9 34
1 28 -1000000000
2 13 27
1 16 -1000000000
1 15 1000000000
1 17 -1000000000
1 41 1000000000
2 5 7
1 33 -1000000000
2 13 33
2 3 32
2 0 9
2 35 36
2 24 42
1 11 -1000000000
2 11 13
1 6 -1000000000
2 16 46
1 4 1000000000
1 46 1000000000
1 42 -1000000000
1 37 -1000000000
1 17 -1000000000
1 49 1000000000
2 40 49
2 1 21
1 47 1000000000
1 28 -1000000000
2 10 14
2 1 18
1 43 -1000000000
2 12 17
2 11 39
2 4 13
1 16 1000000000
1 30 1000000000
1 46 -1000000000
2 29 33
2 7 46
2 32 42
1 9 1000000000
2 5 19
1 47 1000000000
1 35 -1000000000
2 50 50
1 11 1000000000
1 15 -1000000000
2 27 45
1 14 -1000000000
1 46 1000000000
2 18 21
2 1 13
2 21 49
2 4 9
1 11 1000000000
1 46 1000000000
2 8 13
2 19 46
2 3 15
1 17 -1000000000
1 46 -1000000000
2 25 33
2 31 45
1 5 -1000000000
1 0 -1000000000
1 39 1000000000
2 13 39
1 2 -1000000000
2 11 20
1 24 1000000000
1 46 1000000000
2 0 2
2 21 25
1 28 -1000000000
1 18 1000000000
1 21 1000000000
2 48 49
1 36 1000000000
1 6 -1000000000
2 39 40
1 14 -1000000000
1 43 -1000000000
2 13 38
2 11 24
1 37 1000000000
2 7 17
2 36 50
2 10 25
2 3 4
1 42 -1000000000
1 19 1000000000
1 5 1000000000
2 21 22
1 13 1000000000
2 6 12
2 7 15
2 28 44
2 43 45
1 35 -1000000000
2 13 22
1 26 -1000000000
1 46 -1000000000
1 23 -1000000000
2 23 49
2 20 41
1 13 -1000000000
2 0 23
1 15 1000000000
1 3 1000000000
2 2 34
2 27 32
1 13 1000000000
1 31 1000000000
1 38 -1000000000
1 48 1000000000
2 39 47
2 8 44
1 38 1000000000
2 27 44
1 9 -1000000000
1 22 -1000000000
1 28 -1000000000
1 15 -1000000000
1 16 -1000000000
2 2 42
2 15 37
2 3 12
2 34 47
1 31 -1000000000
1 0 -1000000000
1 15 1000000000
2 13 48
2 2 9
2 29 44
1 5 -1000000000
1 31 1000000000
2 37 46
1 37 -1000000000
1 7 1000000000
2 24 44
1 46 -1000000000
1 17 1000000000
2 13 50
1 43 1000000000
2 2 27
2 14 14
1 30 1000000000
2 7 24
2 6 46
2 22 23
2 30 33
1 1 -1000000000
1 28 1000000000
1 45 1000000000
2 3 39
1 20 1000000000
1 41 1000000000
2 43 48
1 46 -1000000000
1 32 -1000000000
1 46 -1000000000
2 12 36
2 8 26
1 10 1000000000
1 13 -1000000000
1 21 1000000000
1 17 1000000000
1 30 -1000000000
1 28 1000000000
1 45 -1000000000
2 2 17
2 37 44
2 14 43
2 0 42
2 32 45
1 25 -1000000000
2 22 22
1 29 -1000000000
2 4 9
1 32 1000000000
1 26 -1000000000
2 4 36
1 42 1000000000
27 273
2 14 26
2 11 12
1 19 657855286
2 14 24
2 2 26
2 15 26
2 19 20
1 7 479399576
2 14 17
2 20 20
1 8 -920801085
2 11 25
1 13 -91196863
1 19 68814029
1 11 514253396
2 4 23
2 19 23
2 6 6
2 13 22
1 21 930475702
1 6 491028968
1 19 -270160720
1 15 377478985
2 20 25
1 13 -87850242
1 10 -588076924
1 24 833327968
2 11 20
2 21 22
1 2 -382629662
1 21 887200
1 11 814543625
2 8 10
2 6 11
2 23 25
1 15 781296645
1 5 688760181
1 5 -213559777
1 7 31245875
1 13 -817548944
1 3 -717224639
2 6 8
2 3 16
1 11 593289106
1 1 -818973626
1 16 363213290
1 21 6258324
2 11 26
2 5 14
2 9 11
2 2 6
1 12 -886709049
2 9 10
2 0 1
1 3 -561500870
1 15 845661354
2 11 12
1 25 18694511
2 16 17
2 15 15
1 21 480794157
1 1 522888740
1 20 417523465
2 7 9
2 11 15
2 3 12
1 5 -647070252
2 11 24
1 0 39984743
1 13 444244218
1 9 40926358
2 7 15
2 5 18
2 3 12
2 6 24
2 10 17
1 14 -468228283
2 8 10
2 15 23
2 8 22
1 24 -7107734
2 9 23
2 7 9
1 12 750461372
1 11 644455084
2 8 16
1 9 464989490
2 14 15
1 26 -334996492
1 10 -964898272
1 23 -970119558
2 2 14
1 25 -504641561
2 14 17
2 1 19
1 4 -405667028
1 2 503103249
2 17 20
2 2 21
1 17 -54119540
1 0 -957650623
2 12 24
2 6 19
2 16 17
1 23 -302272198
1 2 -527031554
1 9 391825355
1 7 -70175382
1 7 -749163703
2 3 26
1 15 609479890
1 7 835573476
2 0 20
1 14 -662635895
1 4 537919972
1 12 -45375944
1 7 -807429485
2 5 22
1 2 -26769041
2 1 25
1 9 -308650376
2 0 21
2 3 14
2 7 12
1 15 743727090
2 14 19
2 5 7
1 17 -234794458
2 3 20
2 2 23
1 16 -794452865
2 16 20
2 7 22
1 18 -801024241
1 7 120090432
2 10 16
1 19 -710080807
1 8 872648212
1 18 349430639
2 9 26
1 19 -351823797
1 11 -350548205
2 8 14
2 15 17
2 2 24
2 6 19
1 18 -810586058
2 5 6
2 4 23
1 23 -161940723
1 23 486385489
1 2 -370504328
2 7 22
1 23 -238621577
2 0 13
2 18 24
1 7 131790342
1 19 -298107381
2 13 18
2 4 6
2 17 21
2 1 17
2 10 14
2 9 25
2 23 26
2 0 19
2 13 18
1 25 778134528
1 14 234309545
1 6 571644703
2 6 7
1 3 -436374614
1 11 -995466341
1 18 167369141
2 6 13
2 8 17
1 17 -864566372
2 19 23
2 4 16
1 17 -400502544
2 10 20
2 0 1
1 17 249521767
2 18 22
1 2 81400829
2 0 24
2 9 17
2 23 24
2 8 13
1 14 -559485667
1 17 -284170445
2 2 26
1 13 677725079
1 1 75225632
2 0 19
2 4 7
2 4 25
1 10 -581913912
1 9 -547339409
1 19 -382353560
1 16 510228594
2 9 18
2 1 1
2 4 21
2 13 25
1 23 -186988839
2 13 16
1 16 684700057
2 1 13
2 7 21
1 23 124675718
1 3 881723294
2 1 4
1 16 858558414
1 3 13985783
1 21 -955672524
2 7 11
1 6 114376610
1 8 -901170537
2 22 26
1 1 93006032
1 13 241968581
2 8 15
1 26 26803919
1 24 256273229
2 0 22
2 11 16
2 7 7
1 17 -969210267
2 0 19
2 14 26
1 8 -764164341
1 14 -287590761
2 0 7
2 19 20
2 17 21
2 1 23
1 20 -845335948
2 22 26
1 15 186057922
1 12 638449186
2 4 11
2 5 17
1 20 -761357246
2 3 18
1 22 -798259707
2 6 6
1 25 -441289366
1 8 514451989
2 9 18
1 12 -732145652
1 23 -217320619
1 21 -249877165
1 5 808659734
1 11 259438009
2 13 15
2 17 21
2 10 15
1 17 567781768
2 14 23
1 17 -288518685
2 0 5
2 1 7
2 9 15
1 1 796677651
1 12 661678532
2 17 20
1 3 -404040354
1 6 239235945
1 24 -813343641
1 7 600794504
1 17 825665164
1 10 429295471
5 123
2 0 3
1 2 891604076
1 2 891604076
1 4 891604076
1 1 891604076
1 0 891604076
2 0 3
1 2 891604076
2 1 1
2 1 2
2 3 4
2 3 4
2 1 3
1 3 891604076
2 0 3
2 3 3
2 2 4
1 0 891604076
1 1 891604076
2 1 2
2 1 4
2 1 3
2 0 2
1 4 891604076
1 3 891604076
1 2 891604076
2 3 4
2 0 4
1 2 891604076
1 0 891604076
2 1 3
2 3 3
2 1 2
2 0 2
2 0 4
1 2 891604076
1 4 891604076
1 2 891604076
2 1 4
1 2 891604076
2 3 4
2 2 3
1 0 891604076
1 2 891604076
2 3 4
1 3 891604076
2 4 4
1 4 891604076
2 2 4
1 4 891604076
1 0 891604076
1 1 891604076
2 2 3
1 2 891604076
2 0 1
1 4 891604076
2 1 3
2 0 0
2 0 2
1 2 891604076
2 0 4
1 2 891604076
2 0 1
1 2 891604076
1 0 891604076
1 1 891604076
2 3 4
1 0 891604076
1 2 891604076
2 2 2
1 4 891604076
2 0 4
2 1 4
1 2 891604076
2 0 2
1 3 891604076
1 1 891604076
2 0 4
1 1 891604076
2 0 1
1 3 891604076
1 2 891604076
2 0 4
2 2 4
2 0 3
2 0 3
1 1 891604076
1 2 891604076
1 3 891604076
2 2 4
1 1 891604076
1 1 891604076
1 4 891604076
1 2 891604076
1 3 891604076
2 1 1
2 0 2
1 3 891604076
2 2 4
2 2 4
2 3 3
2 1 2
1 4 891604076
2 1 2
1 2 891604076
1 2 891604076
1 3 891604076
2 2 3
1 3 891604076
2 0 3
1 2 891604076
1 4 891604076
1 3 891604076
1 0 891604076
2 1 3
1 4 891604076
2 1 4
1 4 891604076
1 4 891604076
2 1 2
1 3 891604076
2 3 4
1 4 891604076
19 145
1 5 -1000000000
2 7 16
2 2 13
2 4 8
2 0 16
2 11 16
2 0 7
2 0 7
1 6 -1000000000
1 0 -1000000000
1 3 1000000000
1 18 -1000000000
1 1 1000000000
2 15 16
2 1 2
1 9 1000000000
1 15 -1000000000
1 1 -1000000000
2 13 18
1 11 -1000000000
2 7 11
1 9 -1000000000
2 10 18
2 6 16
1 2 1000000000
1 12 -1000000000
1 3 -1000000000
1 15 1000000000
2 7 18
2 1 14
1 0 1000000000
2 11 16
2 4 4
1 1 1000000000
2 4 11
2 1 2
2 11 17
1 3 1000000000
1 14 1000000000
1 10 1000000000
2 9 15
2 4 8
2 2 8
2 5 17
2 3 5
1 3 1000000000
2 8 14
2 5 17
2 9 16
2 5 15
2 6 17
1 9 1000000000
1 17 -1000000000
1 7 1000000000
2 10 16
1 9 -1000000000
2 4 4
2 0 8
1 12 1000000000
2 3 15
2 10 18
2 1 2
2 15 15
2 12 16
1 9 1000000000
2 9 18
2 3 4
2 7 7
1 12 1000000000
2 14 18
1 12 -1000000000
1 4 -1000000000
2 5 15
1 14 1000000000
2 14 18
1 17 -1000000000
2 1 1
2 0 9
2 2 5
2 7 14
2 12 15
2 1 17
1 1 -1000000000
1 13 1000000000
1 9 1000000000
2 3 5
1 0 -1000000000
2 3 17
1 13 1000000000
2 4 13
2 6 12
2 8 11
1 7 -1000000000
1 17 1000000000
1 7 -1000000000
2 9 18
2 12 13
2 13 13
1 9 1000000000
2 9 16
1 9 1000000000
1 16 1000000000
2 1 12
1 10 1000000000
2 11 12
2 2 5
1 9 1000000000
1 17 -1000000000
2 3 10
2 3 3
2 6 10
2 0 7
2 2 16
2 1 17
1 15 1000000000
1 15 1000000000
1 1 1000000000
2 8 10
2 10 14
2 0 14
1 2 1000000000
2 10 14
2 9 14
2 6 13
1 7 -1000000000
1 0 1000000000
1 9 -1000000000
2 10 14
1 16 1000000000
2 3 11
1 1 -1000000000
2 8 14
1 16 -1000000000
1 4 1000000000
2 2 18
1 3 1000000000
2 8 13
2 12 13
1 11 -1000000000
1 17 1000000000
1 11 -1000000000
2 0 1
1 1 -1000000000
2 7 14
1 1 -1000000000
5 59
2 0 1
1 4 -1000000000
1 0 -1000000000
2 1 2
2 1 4
1 3 -1000000000
1 2 1000000000
2 1 4
2 0 4
1 3 -1000000000
2 3 4
1 4 1000000000
2 0 2
2 3 4
1 4 1000000000
2 1 2
2 0 1
2 4 4
2 1 3
2 1 2
1 1 -1000000000
1 4 1000000000
2 1 3
2 2 3
2 0 4
2 0 1
2 1 4
2 1 4
1 2 -1000000000
1 0 -1000000000
2 2 4
1 1 -1000000000
1 1 -1000000000
1 2 -1000000000
1 2 1000000000
2 0 0
1 2 -1000000000
2 2 3
1 4 -1000000000
2 1 3
2 0 1
2 1 4
1 2 1000000000
1 1 -1000000000
1 0 1000000000
2 0 4
2 2 3
1 0 -1000000000
1 2 -1000000000
1 3 -1000000000
2 1 1
1 3 1000000000
2 2 3
1 0 -1000000000
1 1 1000000000
1 1 1000000000
2 1 3
1 2 1000000000
2 2 3
47 103
1 6 -3
1 22 0
2 9 38
2 0 18
2 17 38
2 26 39
1 46 -1
1 10 -1
1 23 0
2 10 24
2 15 27
2 6 38
1 10 -1
2 8 20
1 35 0
2 2 27
1 6 5
2 31 46
2 5 31
2 1 11
1 41 3
1 16 1
1 38 0
2 2 29
1 21 -2
2 40 42
2 14 39
1 7 2
2 1 33
1 23 -3
2 8 17
1 17 -4
1 12 2
2 27 27
2 21 43
2 21 39
2 42 46
2 9 21
2 2 37
1 31 4
2 2 5
2 12 33
2 1 3
1 12 -2
2 36 38
1 21 -3
1 23 1
1 21 2
1 19 -5
2 8 26
1 20 -4
2 5 28
2 24 24
1 13 4
2 7 41
1 16 -4
1 9 -4
2 1 25
1 36 -4
1 27 5
2 10 21
2 2 26
2 18 18
1 42 4
1 4 -1
1 14 3
1 20 0
2 25 38
1 11 1
1 2 -2
1 46 -4
1 13 -1
2 17 44
2 8 45
1 33 2
1 30 -2
1 17 -4
2 11 44
1 27 5
2 20 46
2 5 44
1 33 3
2 1 37
2 31 43
1 35 -3
2 5 8
1 0 -1
2 0 34
1 9 4
2 7 42
2 16 43
2 31 39
1 18 2
2 15 18
2 12 29
1 15 -3
1 3 -5
2 2 10
1 46 -4
1 32 0
1 46 3
1 29 -3
2 28 39
5 366
2 1 4
1 2 -4
2 1 4
2 2 2
1 3 -2
2 1 1
1 2 -3
2 0 0
2 4 4
1 0 3
2 0 4
2 2 3
1 0 2
2 1 1
2 3 3
1 2 -5
2 0 2
2 2 3
1 0 5
2 0 3
1 2 -3
2 2 2
2 3 3
2 0 1
1 4 4
2 3 3
2 1 4
2 1 3
1 1 5
2 1 2
2 1 4
2 1 1
1 4 -5
1 2 5
1 4 1
2 0 1
2 3 3
2 0 3
2 3 4
1 3 4
1 0 0
2 1 2
1 1 3
1 0 -1
2 2 4
2 0 4
2 3 4
1 0 -3
1 1 4
2 0 2
2 1 3
2 0 0
2 1 1
1 3 -5
1 0 -5
2 1 3
1 1 -2
1 1 2
2 0 4
2 0 1
2 3 4
2 0 4
1 1 -2
2 0 1
1 3 -1
1 1 1
2 2 2
2 1 2
1 0 -5
1 3 -5
1 0 1
1 0 3
1 3 -5
2 4 4
2 1 4
2 2 4
2 4 4
2 2 4
2 2 2
1 2 -5
2 0 0
2 0 1
1 3 0
2 1 4
1 2 -3
1 4 4
2 0 2
1 1 3
1 3 5
1 1 -1
1 3 0
1 3 2
1 4 -3
2 3 4
2 0 0
1 1 3
1 1 0
1 1 2
2 2 3
2 0 1
1 2 0
2 0 3
1 3 2
2 2 3
2 2 4
2 0 0
1 3 -2
2 1 4
1 4 -1
1 1 0
2 3 4
1 4 1
1 3 1
2 1 4
1 4 -4
2 0 1
2 4 4
1 1 -5
2 1 4
2 1 2
2 2 3
2 3 3
2 2 4
1 3 -2
1 3 -4
1 1 2
2 3 3
2 2 3
2 1 2
2 3 3
1 2 3
1 2 1
1 1 -2
2 1 2
1 3 2
1 4 2
2 0 3
1 4 0
1 3 1
1 0 3
1 0 -1
2 4 4
1 3 0
1 0 0
1 4 -3
2 1 4
1 3 3
2 4 4
1 3 0
1 3 4
2 2 4
1 2 5
1 1 -4
2 0 1
2 1 4
1 0 4
2 0 1
1 4 -5
2 0 0
2 2 3
2 4 4
1 4 0
2 2 4
2 2 2
2 2 4
2 0 1
2 1 3
1 0 -5
2 0 1
1 1 1
2 1 4
1 2 0
1 4 -1
2 1 2
1 1 3
2 1 1
1 2 -3
1 1 5
2 1 4
2 1 2
1 1 -2
2 2 3
1 0 -2
2 1 2
1 4 0
1 3 -2
1 1 -5
2 0 1
2 0 0
2 2 2
1 4 -1
2 1 2
1 3 2
2 2 4
2 2 3
1 2 0
1 3 -5
1 4 1
1 1 5
1 4 5
1 1 2
2 0 1
1 0 -1
1 0 2
1 4 1
1 0 -3
2 2 3
2 0 4
1 2 2
1 4 4
1 2 4
1 0 1
1 0 5
1 0 0
1 2 -5
1 4 -5
1 3 -5
2 1 2
1 0 -4
1 4 3
2 0 3
1 2 2
1 0 5
2 0 3
2 0 0
1 4 2
2 2 3
2 0 1
1 2 1
2 0 0
1 3 3
2 1 3
1 0 4
1 2 5
1 1 5
2 2 4
1 3 -3
2 3 3
2 0 2
2 0 4
2 2 2
2 2 3
2 1 2
1 0 4
1 0 1
2 0 4
1 1 -1
1 0 4
1 3 -5
1 1 -1
2 2 4
2 0 0
1 4 -5
1 4 1
1 4 -3
2 0 0
1 0 4
1 2 -3
2 1 4
2 0 3
1 3 1
2 2 3
2 3 4
1 2 2
2 0 2
1 3 5
1 3 -1
2 0 0
2 0 1
1 2 -4
1 1 -3
1 0 5
2 0 2
2 0 1
2 1 1
2 0 1
1 2 5
2 0 0
1 2 -4
1 2 1
1 3 2
2 1 3
2 0 0
1 3 -2
1 2 5
1 2 -3
2 3 4
2 0 2
1 1 5
1 4 1
2 2 4
2 0 1
1 4 5
2 0 0
1 1 -1
2 0 4
2 0 2
2 0 0
1 1 -5
1 0 -1
1 3 2
1 1 -1
2 1 3
2 2 4
1 1 -4
2 2 4
1 1 -5
1 1 3
1 2 -2
2 1 2
1 1 -4
1 2 4
2 0 2
2 0 3
1 3 1
2 0 0
2 2 4
1 2 2
1 2 -2
1 1 3
2 1 4
1 3 0
1 3 0
2 1 4
2 1 2
2 0 3
2 1 1
1 2 -2
1 0 2
2 0 4
1 1 5
1 4 -5
1 0 2
1 1 -5
2 1 2
1 2 -3
1 3 0
2 0 2
1 3 -5
1 1 2
1 1 2
1 4 5
1 1 0
1 4 5
1 3 -1
2 0 3
2 2 4
1 4 -3
2 2 3
1 3 -1
1 2 3
1 3 -5
2 1 4
2 3 4
1 0 0
2 0 3
2 3 3
2 0 3
2 2 3
1 4 2
1 4 4
2 0 4
1 1 -3
1 3 -2
1 1 -4
2 2 4
35 324
2 28 34
1 26 5
2 5 24
1 9 0
2 27 31
1 8 0
1 13 2
2 28 32
2 0 9
1 0 -5
1 0 3
1 25 -5
1 16 0
2 7 31
2 5 11
1 22 -3
2 16 25
1 30 -4
2 2 13
2 12 34
2 22 24
1 1 4
1 11 -4
1 10 1
1 7 -5
2 2 11
1 26 -4
1 12 2
1 2 1
1 23 3
2 5 34
2 28 28
1 15 -2
2 28 31
2 10 15
1 25 2
1 1 2
2 17 28
2 7 23
1 30 4
1 34 -5
2 4 9
2 1 7
2 10 21
2 3 34
1 7 -3
2 0 30
1 18 2
1 6 -3
2 5 32
1 22 4
2 1 4
2 17 28
1 34 -1
2 27 31
1 22 4
2 10 26
2 4 25
1 4 -4
2 31 34
2 3 9
1 33 2
2 1 28
2 25 28
1 31 -1
1 8 -3
2 23 34
1 5 -1
1 1 -1
2 4 25
1 34 -3
1 34 3
2 13 20
1 25 0
2 14 16
2 10 32
1 28 2
1 21 -4
2 27 32
1 30 2
1 17 -2
1 12 -3
2 6 30
2 11 24
1 29 0
1 1 5
2 11 34
1 2 2
1 10 -5
2 8 10
1 32 -3
2 22 32
2 0 11
1 26 -1
1 12 -5
2 13 30
2 11 15
2 2 22
1 6 -3
1 1 4
1 6 -4
2 10 15
1 24 0
2 17 22
1 17 2
1 34 -3
2 4 29
1 13 2
2 7 19
2 13 24
1 22 -1
1 27 4
2 0 28
1 28 -5
2 15 25
2 24 33
1 25 2
1 17 3
1 30 2
1 8 -4
2 32 32
2 5 9
2 14 33
2 6 33
1 13 -2
2 27 31
2 14 15
2 8 22
1 3 -5
1 15 2
1 3 -3
2 6 16
2 17 22
1 22 0
2 1 3
2 5 20
1 25 -4
1 18 5
2 6 32
2 9 10
2 2 20
2 3 3
1 13 1
1 13 5
2 8 33
2 2 19
1 21 -4
1 17 -1
2 5 17
1 9 4
1 25 -2
1 8 -2
1 28 -2
2 20 21
2 9 34
1 19 3
1 27 3
1 6 5
1 25 0
1 2 2
1 6 -5
2 8 17
2 17 18
1 24 -2
2 6 22
2 10 12
1 3 1
2 32 33
2 3 34
1 15 1
2 0 20
1 17 -2
2 11 14
2 19 33
2 2 15
2 16 22
1 24 -2
2 8 18
2 9 11
1 12 -4
1 13 1
2 1 1
1 34 1
1 6 -3
1 7 -2
2 1 31
2 6 29
2 1 30
2 23 33
2 2 8
1 19 -3
1 20 -4
1 33 1
2 12 30
2 20 30
1 9 1
2 5 15
1 12 -4
2 10 14
1 24 4
1 9 -4
2 3 31
2 0 25
2 3 5
1 20 5
2 13 14
1 3 2
1 31 2
1 17 1
2 13 31
2 25 26
2 5 26
2 31 32
2 16 20
2 5 15
1 1 -1
1 2 1
1 23 -2
2 4 13
2 5 12
2 7 17
2 20 23
2 8 30
2 20 33
1 21 -2
2 14 30
2 4 15
1 34 -1
1 30 0
2 3 5
1 23 -5
2 5 7
2 23 30
2 13 22
1 9 5
1 30 0
1 7 2
2 18 22
1 32 0
1 34 1
1 20 -2
2 5 23
1 19 -2
1 30 0
1 31 -2
2 18 24
1 16 -3
2 1 29
2 5 29
2 23 28
1 21 -5
2 10 34
2 14 20
2 1 31
1 26 -1
1 11 2
2 16 31
1 13 0
2 24 25
2 5 11
2 1 32
1 26 5
2 18 22
2 26 30
2 11 25
2 10 26
1 27 -1
2 7 32
1 0 -2
2 19 25
2 15 28
2 6 29
2 17 24
1 1 1
2 22 26
1 28 -4
1 12 0
1 2 -4
2 3 7
1 18 4
1 14 -5
2 6 33
2 18 20
1 15 0
2 14 18
1 20 4
1 15 2
2 3 16
1 19 -4
2 2 29
1 6 -5
2 12 24
2 6 13
1 25 4
1 6 4
2 1 23
1 25 -3
1 15 -4
1 5 -4
2 2 26
1 8 -1
2 1 5
1 22 5
2 5 19
2 10 28
2 3 20
2 19 33
2 21 32
2 19 34
2 2 15
1 14 5
1 25 -5
1 23 0
2 18 26
2 0 29
2 3 3
1 16 2
1 2 -4
2 18 31
2 0 4
2 18 24
1 9 -4
1 32 2
2 25 26
122 398
2 102 119
2 56 75
1 27 1000000000
2 11 14
2 54 115
2 15 111
2 64 72
1 86 1000000000
2 72 118
1 116 -1000000000
2 73 89
1 96 -1000000000
1 63 1000000000
2 22 120
2 9 67
1 16 -1000000000
1 2 1000000000
1 45 -1000000000
2 29 72
2 64 64
1 95 1000000000
1 4 -1000000000
1 6 1000000000
1 70 -1000000000
1 13 1000000000
2 63 121
1 8 -1000000000
1 86 -1000000000
1 115 -1000000000
1 103 1000000000
2 91 91
2 38 54
2 1 121
1 70 1000000000
2 82 93
2 0 72
2 67 88
1 48 1000000000
2 35 89
1 79 -1000000000
1 27 1000000000
2 39 109
2 86 111
1 99 -1000000000
1 37 1000000000
2 9 64
1 116 1000000000
1 39 1000000000
1 116 1000000000
1 110 -1000000000
2 20 77
2 80 98
2 51 120
1 8 -1000000000
1 85 1000000000
2 77 110
1 108 1000000000
1 42 -1000000000
2 18 114
1 86 1000000000
1 80 1000000000
2 42 63
1 38 1000000000
1 24 1000000000
1 2 1000000000
1 16 -1000000000
1 76 -1000000000
1 94 1000000000
2 56 64
1 38 1000000000
2 13 24
1 111 -1000000000
1 115 1000000000
1 63 -1000000000
1 35 1000000000
1 67 1000000000
1 98 -1000000000
2 55 57
2 15 112
1 10 -1000000000
1 60 1000000000
1 116 -1000000000
1 92 -1000000000
1 94 1000000000
2 33 75
1 92 1000000000
2 83 84
1 46 -1000000000
2 42 97
1 62 1000000000
2 21 45
1 119 -1000000000
1 83 1000000000
2 88 116
2 14 69
2 54 67
2 9 55
2 44 111
1 67 1000000000
2 12 58
2 37 104
1 78 -1000000000
2 30 37
2 26 102
1 32 1000000000
2 19 109
1 37 1000000000
2 7 49
2 14 86
2 21 28
1 92 1000000000
2 67 121
2 42 54
1 22 1000000000
1 87 1000000000
2 9 31
1 23 -1000000000
1 62 -1000000000
2 76 92
1 42 1000000000
2 2 74
1 53 -1000000000
2 38 53
2 35 88
1 82 -1000000000
2 78 99
2 25 43
2 10 73
1 27 1000000000
1 112 1000000000
1 7 1000000000
1 11 -1000000000
2 42 48
1 67 -1000000000
2 5 76
2 4 95
1 73 1000000000
1 77 -1000000000
1 29 1000000000
1 73 -1000000000
2 10 23
2 51 89
2 83 115
2 28 72
1 66 1000000000
1 23 -1000000000
1 114 -1000000000
1 9 1000000000
1 72 1000000000
2 9 40
2 57 65
1 17 -1000000000
1 34 1000000000
1 34 1000000000
2 37 54
2 18 80
1 4 -1000000000
1 13 -1000000000
1 13 1000000000
2 42 49
1 18 1000000000
2 4 79
1 4 -1000000000
2 92 108
2 39 69
1 22 1000000000
1 93 1000000000
2 52 121
1 42 -1000000000
2 77 83
1 116 1000000000
2 3 90
2 48 72
1 51 1000000000
2 67 119
1 107 1000000000
2 77 91
1 45 1000000000
1 105 1000000000
2 12 29
2 70 98
2 82 98
2 74 120
1 24 -1000000000
2 112 113
1 49 1000000000
2 19 99
1 66 -1000000000
2 90 116
1 115 1000000000
2 28 86
2 29 117
1 90 1000000000
2 60 61
2 78 114
1 27 1000000000
2 67 68
1 50 -1000000000
2 45 60
1 74 1000000000
2 27 49
2 11 102
1 8 1000000000
2 38 112
2 56 101
2 46 120
1 104 1000000000
2 8 88
1 19 -1000000000
2 17 96
2 79 86
2 115 116
2 47 92
2 6 19
2 23 90
1 56 -1000000000
2 2 80
2 17 22
1 30 -1000000000
2 49 90
1 45 1000000000
2 13 98
2 33 59
1 28 -1000000000
2 61 67
1 79 -1000000000
2 51 104
2 4 6
2 34 101
2 93 121
2 17 109
1 85 -1000000000
2 97 116
1 110 -1000000000
2 38 94
1 10 -1000000000
1 50 1000000000
2 10 25
1 94 1000000000
1 58 -1000000000
1 61 -1000000000
2 0 96
2 83 121
2 69 83
1 25 -1000000000
1 95 1000000000
1 48 1000000000
1 120 1000000000
2 30 77
1 71 -1000000000
2 59 89
2 39 89
2 7 82
1 6 -1000000000
2 24 33
2 45 106
2 35 110
1 53 1000000000
2 97 108
1 73 -1000000000
1 83 -1000000000
2 5 8
1 58 1000000000
2 26 28
2 24 85
1 55 -1000000000
2 11 14
2 9 72
2 65 90
1 14 1000000000
2 40 63
2 8 87
2 42 72
1 93 -1000000000
2 5 38
1 105 1000000000
1 89 -1000000000
1 73 -1000000000
1 116 -1000000000
1 49 1000000000
1 92 1000000000
2 110 120
1 97 1000000000
1 113 -1000000000
2 41 72
2 19 61
2 38 92
2 4 55
2 4 81
2 34 107
2 10 39
1 85 -1000000000
1 77 1000000000
1 88 1000000000
2 42 103
1 19 1000000000
1 77 1000000000
2 54 103
1 76 -1000000000
2 82 109
1 88 -1000000000
1 73 1000000000
1 119 -1000000000
1 83 -1000000000
2 33 85
2 8 30
1 101 1000000000
1 44 1000000000
1 59 1000000000
1 87 -1000000000
1 36 -1000000000
2 61 64
1 74 1000000000
2 1 51
2 25 75
1 106 -1000000000
1 90 -1000000000
1 31 1000000000
1 40 -1000000000
1 82 1000000000
1 80 1000000000
1 29 -1000000000
2 9 22
2 9 78
2 26 47
1 21 -1000000000
1 105 -1000000000
1 61 -1000000000
1 81 1000000000
1 29 -1000000000
2 82 94
1 63 1000000000
2 34 46
1 117 -1000000000
1 85 1000000000
2 18 26
1 85 -1000000000
2 25 27
2 63 96
1 119 -1000000000
2 24 114
1 82 -1000000000
1 3 1000000000
2 18 57
1 75 1000000000
1 50 -1000000000
1 89 -1000000000
1 36 1000000000
1 23 1000000000
2 24 24
1 114 1000000000
2 10 26
1 3 1000000000
2 59 66
2 39 105
2 84 91
2 31 62
2 27 97
1 79 1000000000
1 75 -1000000000
2 1 62
1 20 -1000000000
1 8 -1000000000
2 7 107
1 43 -1000000000
2 45 55
2 87 89
1 55 -1000000000
2 47 50
2 98 118
2 4 86
2 57 57
2 23 48
1 21 1000000000
2 16 106
1 60 1000000000
2 6 21
2 1 121
2 118 120
2 61 100
2 61 68
2 70 107
1 56 1000000000
2 21 108
2 49 50
2 37 96
2 109 118
2 79 100
2 16 121
1 10 -1000000000
1 6 -1000000000
2 77 88
2 10 24
1 28 -1000000000
2 55 57
2 91 93
